GeneID,Symbol,Description,Synonyms,Maestro score,FDR,Evidence,Tissues
20280,Scp2,"""sterol carrier protein 2, liver""","AA409774, AA409893, C76618, C79031, NSL-TP, SCP-2, SCP-X, SCPX, ns-LTP, P32020",9,2%,"""targetP signal, Rickettsial homolog, mito protein domain+""","brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, placenta, testis"
19336,Rab24,"""RAB24, member RAS oncogene family""","6530406O07Rik, P35290",9,2%,"""yeast mito homolog, mito protein domain, induction, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, stomach, testis"
66815,Ccdc109b,coiled-coil domain containing 109B,"9030408N13Rik, MCUb, Q810S1",9,2%,"""literature, targetP signal+, mito protein domain+""",placenta
226791,Lyplal1,lysophospholipase-like 1,"BC027340, Q96AVO, Q3UFF7",8,2%,"""targetP signal, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, placenta, testis"
75469,Spata19,spermatogenesis associated 19,"1700001L23Rik, AV047838, Q9DAQ9",8,2%,"""mito protein domain+, MS/MS++""",testis
17706,ATP8,ATP synthase F0 subunit 8,P03930,8,2%,"""literature, mito protein domain+, MS/MS++""",all 14
14873,Gsto1,glutathione S-transferase omega 1,"AA407097, AI194287, AU018802, GSTO 1-1, GSTX, SPG-R, p28, O09131",8,2%,"""yeast mito homolog, Rickettsial homolog, mito protein domain, induction""","smallintestine, stomach, placenta"
106557,Ldhal6b,lactate dehydrogenase A-like 6B,"4933402O15Rik, AI326310, LDHL, Ldhal, Q8BVP2",8,3%,"""targetP signal, Rickettsial homolog, mito protein domain, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
26358,Aldh1a7,"""aldehyde dehydrogenase family 1, subfamily A7""","AI987940, Ahd2-like, Aldh-pb, Aldh1a4, Aldhpb, O35945",8,3%,"""yeast mito homolog+, mito protein domain, coexpression, MS/MS""","cerebrum, cerebellum, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
229905,Ccbl2,cysteine conjugate-beta lyase 2,"BC037135, C430041M20, KATIII, Kat3, Q71RI9",8,3%,"""APEX_matrix, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++""","spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
71147,Oxsm,"""3-oxoacyl-ACP synthase, mitochondrial""","4933425A18Rik, C80494, Q9D404",8,3%,"""literature, APEX_matrix, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++""","liver, heart, adipose, smallintestine, largeintestine, placenta, testis"
17718,ND3,NADH dehydrogenase subunit 3,P03899,8,2%,"""literature, Rickettsial homolog, mito protein domain+, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
233189,Ctu1,cytosolic thiouridylase subunit 1 homolog (S. pombe),"Atpbd3, BC005752, Q99J10",8,2%,"""targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain""",none
72113,Adck1,aarF domain containing kinase 1,"2610005A10Rik, Q9D0L4",8,2%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS""","cerebrum, spinalcord, kidney, heart, skeletalmuscle, adipose, stomach, placenta"
19286,Pts,6-pyruvoyl-tetrahydropterin synthase,"PTPS, Q9R1Z7",8,2%,"""targetP signal, Rickettsial homolog, coexpression""",none
70556,Slc25a33,"""solute carrier family 25, member 33""","5730438N18Rik, Pnc1, Q3TZX3",8,2%,"""literature, yeast mito homolog+, mito protein domain+""","brainstem, spinalcord, placenta, testis"
57344,As3mt,arsenic (+3 oxidation state) methyltransferase,"2310045H08Rik, Cyt19, Q91WU5",8,2%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain+""",none
56615,Mgst1,microsomal glutathione S-transferase 1,"1500002K10Rik, Gst, Q91VS7",8,2%,"""mito protein domain, coexpression, MS/MS++""","cerebrum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
22256,Ung,uracil DNA glycosylase,"UNG1, UNG2, P97931",8,2%,"""literature, targetP signal, yeast mito homolog, mito protein domain, induction""",none
72181,Nsun4,"""NOL1/NOP2/Sun domain family, member 4""","2310010O12Rik, 2810405F18Rik, AI507900, Shtap, Q9CZ57",8,2%,"""APEX_matrix, targetP signal, mito protein domain, induction, coexpression""",placenta
235043,Tmem205,transmembrane protein 205,Q91XE8,8,2%,"""yeast mito homolog, mito protein domain+, coexpression""","liver, adipose"
13167,Dbi,diazepam binding inhibitor,"ACBD1, Acbp, EP, endozepine, P31786",8,2%,"""targetP signal, mito protein domain, induction, coexpression""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
71743,Coasy,Coenzyme A synthase,"1300003G02Rik, Dpck, Ppat, Ukr1, Q9DBL7",8,2%,"""APEX_matrix, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
99138,Stard7,START domain containing 7,"AI852671, AL022671, AW544915, Q8R1R3",8,2%,"""APEX_IMS, targetP signal, mito protein domain, induction, coexpression+""",none
270035,Letm2,leucine zipper-EF-hand containing transmembrane protein 2,"6030453H13, D030041N04Rik, Q7TNU7",8,2%,"""targetP signal, yeast mito homolog+, mito protein domain+""",none
22152,Tubb3,"""tubulin, beta 3 class III""","3200002H15Rik, M(beta)3, M(beta)6, Q9ERD7",8,2%,"""Rickettsial homolog, mito protein domain+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, stomach, placenta, testis"
71799,Ptcd1,pentatricopeptide repeat domain 1,"1110069M14Rik, Q8C2E4",8,3%,"""targetP signal, mito protein domain+, coexpression""","cerebellum, largeintestine, placenta"
67900,Mtfp1,mitochondrial fission process 1,"1700020C11Rik, 2610507A21Rik, AV005788, Mtp18, Q9CRB8",8,3%,"""literature, induction, coexpression, MS/MS+""",all 14
68185,Coa4,cytochrome c oxidase assembly factor 4,"5330414O08Rik, AI115477, AW047259, Chchd8, E2ig2, Q8BT51",8,3%,"""yeast mito homolog++, mito protein domain, MS/MS""",placenta
13850,Ephx2,"""epoxide hydrolase 2, cytoplasmic""","CEH, Eph2, SEH, sEP, P34914",8,3%,"""Rickettsial homolog, mito protein domain, coexpression""","kidney, liver, heart, skeletalmuscle, adipose, smallintestine, stomach"
230598,Nrd1,"""nardilysin, N-arginine dibasic convertase, NRD convertase 1""","2600011I06Rik, AI875733, NRD-C, Q8BHG1",8,3%,"""targetP signal, Rickettsial homolog, mito protein domain+""",testis
100705,Acacb,acetyl-Coenzyme A carboxylase beta,"AI597064, AW743042, Acc2, Accb, E9Q4Z2",8,3%,"""yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis"
228607,Mavs,mitochondrial antiviral signaling protein,"D430028G21Rik, IPS-1, Visa, cardif, Q8VCF0",8,3%,"""literature, induction, coexpression+, MS/MS""","brainstem, skeletalmuscle, adipose, placenta, testis"
70209,Tmem143,transmembrane protein 143,"2310076O21Rik, AI481604, Q8VD26",8,3%,"""targetP signal, coexpression+, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta"
67440,Mtpap,mitochondrial poly(A) polymerase,"0610027A18Rik, AW551379, Papd1, Q9D0D3",8,3%,"""literature, APEX_matrix, targetP signal+, mito protein domain, induction""","cerebrum, cerebellum, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
257635,Sdsl,serine dehydratase-like,"4432411H13Rik, AI504310, SDH1, SDS-RS1, TDH, Q8R238",8,3%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression""",none
22169,Cmpk2,"""cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial""","1200004E04Rik, TDKI, Tyki, Q3U5Q7",8,3%,"""literature, targetP signal+, Rickettsial homolog, MS/MS""","spinalcord, smallintestine"
235582,Glyctk,glycerate kinase,"6230410P16Rik, C430006L12, Q8QZY2",8,3%,"""targetP signal, coexpression, MS/MS+""","kidney, liver, placenta"
71989,Rpusd4,RNA pseudouridylate synthase domain containing 4,"2410001E19Rik, Q9CWX4",8,3%,"""APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression""",placenta
17763,Mtcp1,mature T cell proliferation 1,"Cmc4, P13MTCP1, p8MTCP1, Q60945",7,3%,"""literature, yeast mito homolog++, mito protein domain+""",none
66278,Smim20,small integral membrane protein 20,"1110067B18Rik, 1810013D10Rik, N28078, D3Z7Q2",7,3%,"""targetP signal, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, placenta, testis"
69821,Mterfd2,MTERF domain containing 2,"1810059A23Rik, 4933412H03Rik, Mterf4, Q8BVN4",7,3%,"""APEX_matrix, targetP signal, mito protein domain+, coexpression""",none
72960,Top1mt,"""DNA topoisomerase 1, mitochondrial""","2900052H09Rik, Q8R4U6",7,3%,"""literature, APEX_matrix, targetP signal+, mito protein domain, coexpression""",none
11847,Arg2,arginase type II,"AII, AU022422, O08691",7,3%,"""literature, APEX_matrix, targetP signal+, mito protein domain, MS/MS""","kidney, adipose, smallintestine, largeintestine, placenta"
217057,Ptrh2,peptidyl-tRNA hydrolase 2,"A230072I16Rik, Bit1, CGI-147, Q8R2Y8",7,3%,"""literature, yeast mito homolog, mito protein domain, MS/MS++""",all 14
73919,Lyrm1,LYR motif containing 1,"1110065L10Rik, 2310004B22Rik, 4930404J24Rik, Q9CQB7",7,3%,"""GFP, yeast mito homolog, mito protein domain+, MS/MS""","brainstem, testis"
224805,Aars2,"""alanyl-tRNA synthetase 2, mitochondrial (putative)""","Aarsl, AlaRS, Gm89, Q14CH7",7,3%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
14081,Acsl1,acyl-CoA synthetase long-chain family member 1,"Acas, Acas1, Acs, FACS, Facl2, P41216",7,3%,"""yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression""",all 14
66114,Dnajc30,"""DnaJ (Hsp40) homolog, subfamily C, member 30""","1300007M11Rik, Wbscr18, P59041",7,3%,"""APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, largeintestine, stomach"
192289,Tmlhe,"""trimethyllysine hydroxylase, epsilon""","Bbox2, D430017M14Rik, TMLH, Q91ZE0",7,3%,"""literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS""","kidney, adipose, smallintestine, largeintestine, stomach, placenta, testis"
108156,Mthfd1,"""methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase""","Dcs, E430024A07Rik, Mthfd, Q922D8",7,3%,"""literature, Rickettsial homolog, mito protein domain, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
12028,Bax,BCL2-associated X protein,Q07813,7,3%,"""literature, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, adipose, largeintestine, placenta, testis"
226527,BC026585,cDNA sequence BC026585,Q3UNZ8,7,3%,"""targetP signal, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis"
19301,Pxmp2,peroxisomal membrane protein 2,"22kDa, PMP22, P42925",7,3%,"""GFP, yeast mito homolog+, mito protein domain, induction""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis"
74006,Dnm1l,dynamin 1-like,"6330417M19Rik, AI450666, Dlp1, Dnmlp1, Drp1, python, Q8K1M6",7,3%,"""literature, yeast mito homolog+, mito protein domain, induction""","cerebrum, cerebellum, brainstem, spinalcord"
66359,Cox20,COX20 Cox2 chaperone,"2310005N03Rik, Fam36a, Q9D7J4",7,3%,"""literature, APEX_IMS, GFP, yeast mito homolog++, MS/MS""",all 14
15492,Hsd3b1,"""hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1""","D3Ertd383e, P24815",7,3%,"""Rickettsial homolog, mito protein domain, coexpression, MS/MS+""","kidney, liver, adipose, largeintestine, placenta, testis"
66343,Tmem177,transmembrane protein 177,"2300008B03Rik, Q8BPE4",7,3%,"""targetP signal, coexpression, MS/MS""","cerebrum, adipose, stomach, placenta, testis"
57813,Tk2,"""thymidine kinase 2, mitochondrial""","AU024611, mt-TK, Q8BN51",7,3%,"""literature, targetP signal+, mito protein domain, MS/MS""","cerebrum, cerebellum, brainstem, adipose"
72018,Fundc1,FUN14 domain containing 1,"1500005J14Rik, 1810033P05Rik, Q9DB70",7,3%,"""yeast mito homolog, mito protein domain+, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, stomach, testis"
74451,Pgs1,phosphatidylglycerophosphate synthase 1,"2610019F11Rik, 4933424M23Rik, SAF, Q8BHF7",7,3%,"""targetP signal, yeast mito homolog++""","cerebrum, spinalcord, placenta"
14104,Fasn,fatty acid synthase,"A630082H08Rik, FAS, P19096",7,3%,"""yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression""","cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis"
12409,Cbr2,carbonyl reductase 2,"MLCR, P08074",7,3%,"""targetP signal, Rickettsial homolog, mito protein domain, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
212862,Chpt1,choline phosphotransferase 1,Q8C025,7,3%,"""targetP signal, mito protein domain, induction, coexpression+""",none
11951,Atp5g1,"""ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)""",Q9CR84,7,3%,"""literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain""",none
67017,Fam210b,"""family with sequence similarity 210, member B""","2010011I20Rik, AI430961, AV108736, Q9D8B6",7,3%,"""targetP signal, yeast mito homolog, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
94279,Sfxn2,sideroflexin 2,"C79732, F630107H02Rik, Q925N2",7,3%,"""yeast mito homolog, mito protein domain+, coexpression""","kidney, liver, adipose, largeintestine, stomach, placenta, testis"
109129,Mmadhc,"""methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria""","2010311D03Rik, AI314967, Q99LS1",7,3%,"""APEX_matrix, targetP signal, induction, coexpression""",none
18416,Otc,ornithine transcarbamylase,"AI265390, Sf, spf, P11725",7,3%,"""literature, targetP signal, mito protein domain, MS/MS+""","cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
50493,Txnrd1,thioredoxin reductase 1,"TR, TR1, TrxR1, Q9JMH6",7,3%,"""GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS""","skeletalmuscle, smallintestine, placenta, testis"
15288,Hmbs,hydroxymethylbilane synthase,"PBGD, T25658, Ups, Uros1, P22907",7,3%,"""targetP signal, Rickettsial homolog, induction, coexpression""",none
11844,Arf5,ADP-ribosylation factor 5,P84084,7,3%,"""targetP signal, mito protein domain, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
232339,Ankrd26,ankyrin repeat domain 26,"5730521P14Rik, BC008111, mKIAA1074, D3Z482",7,3%,"""targetP signal, Rickettsial homolog, mito protein domain, coexpression""",none
14287,Fpgs,folylpolyglutamyl synthetase,"AA408187, P48760",6,3%,"""APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog""",none
52575,Trmt10c,tRNA methyltransferase 10C,"1300018J16Rik, D16Ertd454e, Rg9mtd1, Rnmtd1, Q3UFY8",6,3%,"""literature, APEX_matrix, GFP, targetP signal+, mito protein domain, coexpression""","largeintestine, placenta"
74088,0610012H03Rik,RIKEN cDNA 0610012H03 gene,Q9DCP4,6,3%,"""targetP signal, mito protein domain, MS/MS+""",kidney
212442,Lactb2,"""lactamase, beta 2""","Cgi-83, E430032H21Rik, Q99KR3",6,3%,"""mito protein domain, induction, MS/MS+""","kidney, liver, largeintestine, stomach"
228715,Gm561,predicted gene 561,Q3V460,6,3%,"""induction, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, placenta, testis"
15199,Hebp1,heme binding protein 1,"Hebp, Q9R257",6,3%,"""APEX_IMS, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, liver, adipose, placenta"
72542,Pgam5,phosphoglycerate mutase family member 5,"2610528A17Rik, Q8BX10",6,3%,"""APEX_IMS, mito protein domain, coexpression, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, placenta, testis"
66461,Ptpmt1,"""protein tyrosine phosphatase, mitochondrial 1""","1110001D10Rik, 2810004N20Rik, PLIP, Q66GT5",6,3%,"""literature, APEX_matrix, mito protein domain, coexpression, MS/MS++""",all 14
11666,Abcd1,"""ATP-binding cassette, sub-family D (ALD), member 1""","ALDP, Ald, Aldgh, P48410",6,3%,"""targetP signal, Rickettsial homolog, mito protein domain, induction""",adipose
72552,Hsdl1,hydroxysteroid dehydrogenase like 1,"2700067E09Rik, Q8BTX9",6,3%,"""GFP, Rickettsial homolog, mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis"
109857,Cbr3,carbonyl reductase 3,"1110001J05Rik, C81353, Q8K354",6,3%,"""targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS""","cerebrum, spinalcord, adipose, smallintestine, largeintestine, stomach"
11758,Prdx6,peroxiredoxin 6,"1-cysPrx, 9430088D19Rik, AA690119, Aop2, Aop2-rs3, Brp-12, CC26, CP-3, GPx, Ltw-4, Ltw4, Lvtw-4, NSGP, NSGPx, ORF06, Prdx5, Prdx6-rs3, aiPLA2, mKIAA0106, O08709",6,3%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain""","cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis"
71767,Tysnd1,trypsin domain containing 1,"1300019N10Rik, Q9DBA6",6,3%,"""Rickettsial homolog, mito protein domain, coexpression""",liver
57431,Dnajc4,"""DnaJ (Hsp40) homolog, subfamily C, member 4""","2010301J22Rik, Hspf2, Mcg18, Q9D844",6,4%,"""GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression""",largeintestine
68554,1110001A16Rik,RIKEN cDNA 1110001A16 gene,Q8BTE5,6,4%,"""coexpression+, MS/MS+""","cerebrum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, placenta, testis"
235169,Foxred1,FAD-dependent oxidoreductase domain containing 1,"BC024806, TEG-23, Tex23, Q3TQB2",6,4%,"""literature, targetP signal, mito protein domain, coexpression+""","adipose, largeintestine, placenta, testis"
140546,Eri3,exoribonuclease 3,"PINT1, Prnpip1, Q8C460",6,4%,"""targetP signal+, mito protein domain, MS/MS""","cerebrum, cerebellum"
72831,Dhx30,DEAH (Asp-Glu-Ala-His) box polypeptide 30,"2810477H02Rik, C130058C04Rik, Ddx30, HELG, Ret-CoR, Q99PU8",6,4%,"""literature, targetP signal+, yeast mito homolog, mito protein domain""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
94044,Bcl2l13,BCL2-like 13 (apoptosis facilitator),"BCL-RAMBO, E430016C20Rik, Mil-1, Mil1, P59017",6,4%,"""literature, mito protein domain, coexpression, MS/MS+""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
14385,Slc37a4,"""solute carrier family 37 (glucose-6-phosphate transporter), member 4""","G6PT, G6pt1, GSD-1b, mG6PT, Q9D1F9",6,4%,"""targetP signal, Rickettsial homolog, mito protein domain, coexpression""",liver
66659,Acp6,"""acid phosphatase 6, lysophosphatidic""","5730559A09Rik, ACPL1, AU022842, mPACPL1, Q8BP40",6,4%,"""literature, APEX_IMS, targetP signal, mito protein domain, MS/MS++""","cerebrum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
20463,Cox7a2l,cytochrome c oxidase subunit VIIa polypeptide 2-like,"COX7AR, COX7RP, EB1, SIG-81, SIG81, Silg81, Q61387",6,4%,"""literature, APEX_IMS, APEX_matrix, mito protein domain+, MS/MS+""",all 14
226654,Tstd1,thiosulfate sulfurtransferase (rhodanese)-like domain containing 1,"AV065366, EG226654, Gm4848, KAT, E9PY03",6,4%,"""targetP signal, yeast mito homolog, mito protein domain, MS/MS""","kidney, smallintestine, largeintestine"
20084,Rps18,ribosomal protein S18,"H-2Ke3, H2-Ke3, Ke-3, ke3, P62270",6,4%,"""yeast mito homolog, Rickettsial homolog, mito protein domain""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
110391,Qdpr,quinoid dihydropteridine reductase,"2610008L04Rik, D5Ertd371e, Dhpr, PKU2, Q8BVI4",6,4%,"""APEX_matrix, targetP signal, mito protein domain, induction""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, stomach, placenta, testis"
110960,Tars,threonyl-tRNA synthetase,"D15Wsu59e, ThrRS, Q9D0R2",6,4%,"""yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression""",smallintestine
29818,Hspb7,"""heat shock protein family, member 7 (cardiovascular)""","27kDa, Hsp25-2, cvHsp, P35385",6,4%,"""targetP signal+, mito protein domain, induction""",none
233799,Acsm2,acyl-CoA synthetase medium-chain family member 2,"AI315615, BC031140, Q8K0L3",6,4%,"""yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS+""","kidney, liver, heart"
57869,Adck2,aarF domain containing kinase 2,"AA408112, BB006057, Q6NSR3",6,4%,"""GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain""",none
20425,Shmt1,serine hydroxymethyltransferase 1 (soluble),"AI324848, AI385541, C81125, Shmt, mshmt, mshmt1, mshmt2, P50431",6,4%,"""Rickettsial homolog, mito protein domain, induction, coexpression""",none
64291,Osbpl1a,oxysterol binding protein-like 1A,"G430090F17Rik, Gm753, ORP-1, Osbpl1b, Q91XL9",6,4%,"""Rickettsial homolog, mito protein domain, induction, MS/MS""","cerebrum, liver, largeintestine, placenta"
212528,Trmt1,tRNA methyltransferase 1,"6720406L13Rik, 6720477L24, D8Ertd812e, Q3TX08",6,4%,"""targetP signal+, yeast mito homolog, mito protein domain, coexpression""",none
76366,Mtif3,mitochondrial translational initiation factor 3,"2810012L14Rik, AI414549, Q9CZD5",6,4%,"""literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression""",largeintestine
100503890,Pet100,PET100 homolog (S. cerevisiae),"2900053A13Rik, P0DJE0",6,4%,"""literature, yeast mito homolog++, MS/MS""","cerebrum, spinalcord, kidney, liver, heart, smallintestine, largeintestine, placenta"
65967,Eefsec,"""eukaryotic elongation factor, selenocysteine-tRNA-specific""","Selb, sec, Q9JHW4",6,4%,"""targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain""",none
17252,Rdh11,retinol dehydrogenase 11,"2610319N22Rik, AI428145, AU045252, Arsdr1, C85936, CGI-82, HCBP12, M42C60, Mdt1, Psdr1, SCALD, UBE-1c1, Ube-1c, Q9QYF1",6,4%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain""",testis
67472,Mtfr1,mitochondrial fission regulator 1,"1300002C08Rik, 1700080D04Rik, 2810026O10Rik, 4930579E05Rik, Chppr, Fam54a2, Q99MB2",6,4%,"""literature, targetP signal, mito protein domain+, coexpression""",none
224481,Tfb1m,"""transcription factor B1, mitochondrial""","AI429207, Q8JZM0",6,4%,"""literature, APEX_matrix, Rickettsial homolog, mito protein domain, MS/MS+""","brainstem, largeintestine, placenta, testis"
14319,Fth1,ferritin heavy chain 1,"FHC, Fth, HFt, MFH, P09528",6,4%,"""mito protein domain, MS/MS++""","cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta"
12257,Tspo,translocator protein,"Bzrp, IBP, PBR, Tspo1, P50637",6,4%,"""literature, mito protein domain, MS/MS++""","spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
107146,Glyat,glycine-N-acyltransferase,"A330009E03Rik, ACGNAT, AI195249, AI315345, CAT, GAT, Q91XE0",6,4%,"""literature, mito protein domain, coexpression, MS/MS+""","spinalcord, kidney, liver, placenta"
11428,Aco1,aconitase 1,"Aco-1, Irebp, Irp1, P28271",6,4%,"""yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression""","liver, smallintestine, placenta, testis"
68731,Rbfa,ribosome binding factor A,"1110032A13Rik, AI595940, Q6P3B9",6,4%,"""APEX_matrix, targetP signal, Rickettsial homolog, coexpression""",none
19819,Rnaseh1,ribonuclease H1,E9QLN8,6,4%,"""literature, APEX_matrix, targetP signal, Rickettsial homolog, coexpression""",none
80911,Acox3,"""acyl-Coenzyme A oxidase 3, pristanoyl""","BI685180, EST-s59, PCOX, Q9EPL9",6,4%,"""mito protein domain+, induction""","kidney, liver, adipose, testis"
18632,Pex11b,peroxisomal biogenesis factor 11 beta,"PEX11beta, Pex11pbeta, Q9Z210",5,4%,"""targetP signal, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis"
66690,Tmem186,transmembrane protein 186,"2810440M13Rik, 4432406C05Rik, AI648175, AW210586, Q9CR76",5,4%,"""targetP signal, coexpression, MS/MS""","cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
53893,Nudt5,nudix (nucleoside diphosphate linked moiety X)-type motif 5,Q9JKX6,5,4%,"""yeast mito homolog++, mito protein domain, coexpression""",none
20655,Sod1,"""superoxide dismutase 1, soluble""","B430204E11Rik, Cu/Zn-SOD, CuZnSOD, Ipo-1, Ipo1, SODC, Sod-1, P08228",5,4%,"""literature, yeast mito homolog, mito protein domain, induction, coexpression""",all 14
20845,Star,steroidogenic acute regulatory protein,"AV363654, D8Ertd419e, P51557",5,4%,"""literature, targetP signal, mito protein domain, coexpression, MS/MS""",testis
56325,Abcb9,"""ATP-binding cassette, sub-family B (MDR/TAP), member 9""","TAPL, mKIAA1520, Q9JJ59",5,4%,"""yeast mito homolog+, Rickettsial homolog, mito protein domain""","cerebrum, cerebellum, stomach, placenta, testis"
